temperature,pH,elevation,landuse
19.6969696969697,5.98079274947673,30.3030303030303,1
19.6969696969697,5.95835496055685,101.010101010101,1
19.6969696969697,5.97538215649481,161.616161616162,1
19.6969696969697,5.97429527006325,232.323232323232,1
19.6969696969697,6.0148038242008,303.030303030303,1
19.6969696969697,5.99829072523609,363.636363636364,1
19.6969696969697,5.99178748292101,434.343434343434,1
19.6969696969697,5.95903715253079,505.050505050505,1
19.6969696969697,6.02313714456067,565.656565656566,1
19.6969696969697,6.04746611219305,636.363636363636,1
19.6969696969697,6.08695918378629,707.070707070707,1
19.6969696969697,6.08399571867368,767.676767676768,1
19.6969696969697,6.0340928116184,838.383838383838,1
19.6969696969697,6.0261372844488,909.090909090909,1
19.6969696969697,5.98525043042026,969.69696969697,1
19.0909090909091,5.97831608785439,30.3030303030303,1
19.0909090909091,5.93796709478282,101.010101010101,1
19.0909090909091,6.01251197353115,161.616161616162,1
19.0909090909091,6.01799878270878,232.323232323232,1
19.0909090909091,6.05340799761307,303.030303030303,1
19.0909090909091,5.99377342022516,363.636363636364,1
19.0909090909091,6.03886441120249,434.343434343434,1
19.0909090909091,6.00289531104909,505.050505050505,1
19.0909090909091,6.05515678228426,565.656565656566,1
19.0909090909091,6.03388941211123,636.363636363636,1
19.0909090909091,6.05859474698187,707.070707070707,1
19.0909090909091,6.04597001047615,767.676767676768,1
19.0909090909091,6.02117376965671,838.383838383838,1
19.0909090909091,6.01992008211028,909.090909090909,1
19.0909090909091,6.03591903747649,969.69696969697,1
18.3838383838384,5.97372157899388,30.3030303030303,1
18.3838383838384,5.96731243606302,101.010101010101,1
18.3838383838384,6.07176875411332,161.616161616162,1
18.3838383838384,6.05987986358191,232.323232323232,1
18.3838383838384,6.05443556930304,303.030303030303,1
18.3838383838384,6.00567339213307,363.636363636364,1
18.3838383838384,6.00950877046394,434.343434343434,1
18.3838383838384,5.99422443214627,505.050505050505,1
18.3838383838384,6.00492084405412,565.656565656566,1
18.3838383838384,6.0185079446206,636.363636363636,1
18.3838383838384,6.01158361427925,707.070707070707,1
18.3838383838384,6.01010539899042,767.676767676768,1
18.3838383838384,5.98762177795704,838.383838383838,1
18.3838383838384,5.9938969293888,909.090909090909,1
18.3838383838384,6.03741901106245,969.69696969697,1
17.6767676767677,5.97348837482863,30.3030303030303,1
17.6767676767677,5.99910695844514,101.010101010101,1
17.6767676767677,6.0556037580624,161.616161616162,1
17.6767676767677,6.0306776048945,232.323232323232,1
17.6767676767677,6.01532816643406,303.030303030303,1
17.6767676767677,6.01205794470355,363.636363636364,1
17.6767676767677,5.9765901744446,434.343434343434,1
17.6767676767677,5.98045927356261,505.050505050505,1
17.6767676767677,5.97596623644216,565.656565656566,1
17.6767676767677,5.9915017414365,636.363636363636,1
17.6767676767677,5.98452290698312,707.070707070707,1
17.6767676767677,5.98993285547503,767.676767676768,1
17.6767676767677,6.00248063354206,838.383838383838,1
17.6767676767677,6.0214875303948,909.090909090909,1
17.6767676767677,6.06166107103634,969.69696969697,1
17.0707070707071,5.97196820372179,30.3030303030303,1
17.0707070707071,5.95122086340583,101.010101010101,1
17.0707070707071,5.96367424558806,161.616161616162,1
17.0707070707071,5.98969536213639,232.323232323232,1
17.0707070707071,5.96452547400311,303.030303030303,1
17.0707070707071,6.00397665095209,363.636363636364,1
17.0707070707071,5.9878502877898,434.343434343434,1
17.0707070707071,5.96651804483075,505.050505050505,1
17.0707070707071,5.98099362520108,565.656565656566,1
17.0707070707071,5.99283850482346,636.363636363636,1
17.0707070707071,6.0148676267937,707.070707070707,1
17.0707070707071,6.02328031925725,767.676767676768,1
17.0707070707071,5.99707348579689,838.383838383838,1
17.0707070707071,6.01114304707113,909.090909090909,1
17.0707070707071,6.00909871875589,969.69696969697,1
16.3636363636364,5.96160513415612,30.3030303030303,1
16.3636363636364,5.94678866998197,101.010101010101,0
16.3636363636364,5.89464381657955,161.616161616162,0
16.3636363636364,5.92113036769411,232.323232323232,0
16.3636363636364,5.92251395475745,303.030303030303,1
16.3636363636364,5.96943007475462,363.636363636364,1
16.3636363636364,5.95636938786231,434.343434343434,1
16.3636363636364,5.94763382157003,505.050505050505,1
16.3636363636364,5.96894029308905,565.656565656566,0
16.3636363636364,5.95276792079861,636.363636363636,0
16.3636363636364,5.9667802040746,707.070707070707,0
16.3636363636364,6.0114544494576,767.676767676768,0
16.3636363636364,6.03486138513172,838.383838383838,0
16.3636363636364,6.05624278218542,909.090909090909,1
16.3636363636364,6.02490341418176,969.69696969697,1
15.6565656565657,6.0103724275477,30.3030303030303,0
15.6565656565657,5.97046292244611,101.010101010101,0
15.6565656565657,5.86662848741914,161.616161616162,0
15.6565656565657,5.84779921228113,232.323232323232,0
15.6565656565657,5.87138153260147,303.030303030303,1
15.6565656565657,5.94277419213653,363.636363636364,1
15.6565656565657,6.00736113879492,434.343434343434,1
15.6565656565657,5.99994109382604,505.050505050505,0
15.6565656565657,6.02155213076157,565.656565656566,0
15.6565656565657,6.0016893925707,636.363636363636,0
15.6565656565657,6.01468752838815,707.070707070707,0
15.6565656565657,5.99927068343956,767.676767676768,0
15.6565656565657,5.96127808453671,838.383838383838,0
15.6565656565657,5.96545662095268,909.090909090909,1
15.6565656565657,5.96312357618974,969.69696969697,1
15.050505050505,6.05972507152107,30.3030303030303,0
15.050505050505,6.02887833408395,101.010101010101,0
15.050505050505,5.91340568606571,161.616161616162,0
15.050505050505,5.85208600985262,232.323232323232,0
15.050505050505,5.8901070132218,303.030303030303,1
15.050505050505,5.94134629458873,363.636363636364,1
15.050505050505,5.98773099701269,434.343434343434,0
15.050505050505,6.00076045649646,505.050505050505,0
15.050505050505,6.01225044384235,565.656565656566,0
15.050505050505,5.96731502512922,636.363636363636,0
15.050505050505,5.9989105892978,707.070707070707,0
15.050505050505,5.98913464999743,767.676767676768,0
15.050505050505,6.00857022843723,838.383838383838,0
15.050505050505,5.9974486176727,909.090909090909,1
15.050505050505,6.00151175827151,969.69696969697,1
14.3434343434343,6.05950818354868,30.3030303030303,0
14.3434343434343,6.0211188090678,101.010101010101,0
14.3434343434343,5.97293233054599,161.616161616162,0
14.3434343434343,5.94037538713643,232.323232323232,0
